iter	Logloss
145	0.5530866711
146	0.5525996178
147	0.5524441088
148	0.5520649724
149	0.5516763632
150	0.5510790071
151	0.5506697022
152	0.5503815087
153	0.5503156292
154	0.5500219365
155	0.5498792714
156	0.5495104616
157	0.5491877018
158	0.5490776036
159	0.5489972364
160	0.5485725819
161	0.5480260918
162	0.5479880877
163	0.5475914721
164	0.5473131692
165	0.5471176455
166	0.5470267839
167	0.5466772606
168	0.5464073639
169	0.5462029146
170	0.5459803675
171	0.5455815938
172	0.5450907293
173	0.5450096393
174	0.5447885227
175	0.5446222024
176	0.5443464668
177	0.5442972611
178	0.5436359638
179	0.5432915879
180	0.5431324436
181	0.5427170683
182	0.5425895007
183	0.5419806536
184	0.5418134795
185	0.5415332314
186	0.5414103777
187	0.5410834329
188	0.5407951719
189	0.5404171408
190	0.5399939046
191	0.5398210316
192	0.5392186772
193	0.5391507058
194	0.539002741
195	0.5385765008
196	0.5382778884
197	0.5376486456
198	0.5375578243
199	0.5372230209
200	0.537164872
201	0.5370564412
202	0.5369781053
203	0.5363764192
204	0.5359788909
205	0.535732846
206	0.5355904663
207	0.5354626205
208	0.5352180481
209	0.5350046935
210	0.5347248713
211	0.5344726884
212	0.534417441
213	0.5343095399
214	0.5342040102
215	0.5339224673
216	0.5337567337
217	0.5335998977
218	0.5335359704
219	0.5333213299
220	0.533213754
221	0.533098198
222	0.5330632486
223	0.5329552557
224	0.532797917
225	0.5327230549
226	0.5326441302
227	0.53241994
228	0.5320723692
229	0.5319902999
230	0.5319407691
231	0.531794724
232	0.5317368119
233	0.5306963606
234	0.5304442659
235	0.5303612241
236	0.5299463361
237	0.5296175064
238	0.5294409156
239	0.5292230525
240	0.5287860293
241	0.5286008105
242	0.5284715237
243	0.5282728097
244	0.5280866182
245	0.5270304359
246	0.5267000512
247	0.5266749612
248	0.5264996324
249	0.5260895718
250	0.5260390814
251	0.5259624202
252	0.5259012744
253	0.5254448429
254	0.5251752919
255	0.5250854285
256	0.5250452753
257	0.5249085336
258	0.524768602
259	0.524697837
260	0.524657097
261	0.5245744195
262	0.5244086722
263	0.5242225926
264	0.5241243397
265	0.5238690605
266	0.5237785346
267	0.5237519906
268	0.5234762692
269	0.5233574378
270	0.5230463101
271	0.5229846747
272	0.5228997061
273	0.5226351268
274	0.5225956421
275	0.522422329
276	0.522317606
277	0.5222475756
278	0.5222177937
279	0.5216852051
280	0.5214886206
281	0.5213406857
282	0.5212186797
283	0.5210740041
284	0.5209712738
285	0.5206009025
286	0.5205474451
287	0.5203974612
288	0.5202616661
289	0.5201905495
290	0.5200321654
291	0.5198809837
292	0.5197622823
293	0.5195564084
294	0.5192013711
295	0.5190575162
296	0.5186865902
297	0.5186734065
298	0.5186253199
299	0.5185947677
300	0.5184179215
301	0.5183959806
302	0.5182984062
303	0.5181888046
304	0.5181352452
305	0.5179756945
306	0.5179311285
307	0.5177383381
308	0.5176703983
309	0.5175185298
310	0.517266432
311	0.5171696127
312	0.5167222178
313	0.516580735
314	0.5163038825
315	0.5160587664
316	0.5159796783
317	0.5159011481
318	0.5158373376
319	0.5157929686
320	0.5156740143
321	0.5156179767
322	0.5155793022
323	0.5155618781
324	0.5154876987
325	0.515360456
326	0.5151959979
327	0.515117499
328	0.5149069789
329	0.5148205967
330	0.5145024669
331	0.5143894152
332	0.5143049848
333	0.5140736685
334	0.5139385681
335	0.5138525611
336	0.5136685209
337	0.5135399685
338	0.5134787793
339	0.5131139416
340	0.512956679
341	0.5124365773
342	0.5123637531
343	0.512269294
344	0.5121675374
345	0.512027044
346	0.5119393438
347	0.5118655494
348	0.5117668555
349	0.5116122705
350	0.5101943842
351	0.510126559
352	0.5098087287
353	0.5097481519
354	0.5096664427
355	0.5094310216
356	0.509391676
357	0.5092741461
358	0.5091415071
359	0.5088811382
360	0.508473553
361	0.5083095223
362	0.5082722511
363	0.5082425275
364	0.5081838043
365	0.5080299405
366	0.5079033742
367	0.5078741552
368	0.5077296651
369	0.507656634
370	0.5075327635
371	0.5074775693
372	0.5073786092
373	0.5072772248
374	0.5071268801
375	0.5070973718
376	0.5070436244
377	0.5067758124
378	0.5065502327
379	0.5064864162
380	0.5063705517
381	0.5062429606
382	0.5060590777
383	0.5059608847
384	0.5058460558
385	0.5056949294
386	0.5056278303
387	0.5054692068
388	0.5053371502
389	0.505049082
390	0.5049980464
391	0.5049697223
392	0.5049229869
393	0.504819739
394	0.5045894521
395	0.5044752299
396	0.5044432108
397	0.5043227689
398	0.5040733967
399	0.5040048082
400	0.5037539475
401	0.5036783072
402	0.5034228894
403	0.5033756294
404	0.503335749
405	0.5032712985
406	0.5031667611
407	0.5031227818
408	0.5029896814
409	0.5029555249
410	0.5028659844
411	0.5028153391
412	0.502706229
413	0.5025314025
414	0.5023031135
415	0.5022506508
416	0.5020384695
417	0.5019662995
418	0.5018016454
419	0.501563542
420	0.5015244329
421	0.5014919636
422	0.5013271606
423	0.5011243905
424	0.5010865426
425	0.5010049987
426	0.5008406299
427	0.5006498185
428	0.5005638957
429	0.5004629846
430	0.5002120109
431	0.5001698504
432	0.4998534817
433	0.4997122538
434	0.499635477
435	0.4995971948
436	0.4993827069
437	0.4992754897
438	0.4991771609
439	0.4990201678
440	0.4989295718
441	0.4988822643
442	0.4988469089
443	0.498712519
444	0.4986147857
445	0.4985752621
446	0.4985289522
447	0.4983018916
448	0.4980892452
449	0.4979044726
450	0.4978749283
451	0.497771541
452	0.4976465798
453	0.4974711084
454	0.4974262698
455	0.4973588242
456	0.4973254261
457	0.4972357907
458	0.4971245847
459	0.4970804256
460	0.4970362406
461	0.4969902583
462	0.4968494748
463	0.4968045631
464	0.4967005157
465	0.4965797745
466	0.4964343131
467	0.4963948342
468	0.4962517398
469	0.4962204754
470	0.496176632
471	0.4960282063
472	0.4959828654
473	0.4959095492
474	0.4957083216
475	0.495674157
476	0.4956221699
477	0.4955408919
478	0.495477019
479	0.4954200195
480	0.4952962644
481	0.4952230939
482	0.4951123385
483	0.4949841817
484	0.4948571723
485	0.4948097774
486	0.4947835205
487	0.4946685975
488	0.4945907497
489	0.4943902328
490	0.4942688764
491	0.4941806038
492	0.4941071861
493	0.4940631634
494	0.4940310433
495	0.4939460094
496	0.4938964916
497	0.493835239
498	0.4937036927
499	0.4936565074
