season,round,race_id,lap_number,driver_id,position,lap_time
2025,8,2025_8,17,albon,10,1:20.978
2025,8,2025_8,17,sainz,11,1:21.060
2025,8,2025_8,17,russell,12,1:21.057
2025,8,2025_8,17,antonelli,13,1:21.182
2025,8,2025_8,17,tsunoda,14,1:21.081
2025,8,2025_8,17,bortoleto,15,1:20.937
2025,8,2025_8,17,hulkenberg,16,1:19.969
2025,8,2025_8,17,colapinto,17,1:17.547
2025,8,2025_8,17,stroll,18,1:37.825
2025,8,2025_8,17,bearman,19,1:37.866
2025,8,2025_8,18,norris,1,1:15.280
2025,8,2025_8,18,leclerc,2,1:14.821
2025,8,2025_8,18,piastri,3,1:14.934
2025,8,2025_8,18,max_verstappen,4,1:15.035
2025,8,2025_8,18,hamilton,5,1:31.862
2025,8,2025_8,18,hadjar,6,1:16.372
2025,8,2025_8,18,alonso,7,1:16.840
2025,8,2025_8,18,ocon,8,1:15.774
2025,8,2025_8,18,lawson,9,1:20.225
2025,8,2025_8,18,albon,10,1:20.235
2025,8,2025_8,18,sainz,11,1:20.143
2025,8,2025_8,18,russell,12,1:20.126
2025,8,2025_8,18,antonelli,13,1:20.136
2025,8,2025_8,18,tsunoda,14,1:19.608
2025,8,2025_8,18,bortoleto,15,1:19.222
2025,8,2025_8,18,hulkenberg,16,1:18.044
2025,8,2025_8,18,colapinto,17,1:18.351
2025,8,2025_8,18,stroll,18,1:19.563
2025,8,2025_8,18,bearman,19,1:18.426
2025,8,2025_8,19,leclerc,1,1:15.516
2025,8,2025_8,19,piastri,2,1:15.049
2025,8,2025_8,19,max_verstappen,3,1:15.413
2025,8,2025_8,19,norris,4,1:32.254
2025,8,2025_8,19,hamilton,5,1:18.042
2025,8,2025_8,19,alonso,6,1:17.226
2025,8,2025_8,19,ocon,7,1:16.740
2025,8,2025_8,19,hadjar,8,1:33.324
2025,8,2025_8,19,lawson,9,1:19.333
2025,8,2025_8,19,albon,10,1:19.279
2025,8,2025_8,19,sainz,11,1:19.522
2025,8,2025_8,19,russell,12,1:19.629
2025,8,2025_8,19,antonelli,13,1:19.624
2025,8,2025_8,19,tsunoda,14,1:19.752
2025,8,2025_8,19,bortoleto,15,1:19.729
2025,8,2025_8,19,hulkenberg,16,1:19.058
2025,8,2025_8,19,colapinto,17,1:18.851
2025,8,2025_8,19,stroll,18,1:16.581
2025,8,2025_8,19,bearman,19,1:16.285
2025,8,2025_8,20,leclerc,1,1:14.807
2025,8,2025_8,20,max_verstappen,2,1:15.233
2025,8,2025_8,20,norris,3,1:18.033
2025,8,2025_8,20,piastri,4,1:33.720
2025,8,2025_8,20,hamilton,5,1:15.065
2025,8,2025_8,20,alonso,6,1:17.267
2025,8,2025_8,20,ocon,7,1:16.599
2025,8,2025_8,20,hadjar,8,1:19.175
2025,8,2025_8,20,lawson,9,1:17.398
2025,8,2025_8,20,albon,10,1:17.928
2025,8,2025_8,20,sainz,11,1:17.855
2025,8,2025_8,20,russell,12,1:18.513
2025,8,2025_8,20,antonelli,13,1:18.842
2025,8,2025_8,20,tsunoda,14,1:18.896
2025,8,2025_8,20,bortoleto,15,1:19.335
2025,8,2025_8,20,hulkenberg,16,1:19.381
2025,8,2025_8,20,colapinto,17,1:19.296
2025,8,2025_8,20,stroll,18,1:16.433
2025,8,2025_8,20,bearman,19,1:16.530
2025,8,2025_8,21,leclerc,1,1:15.782
2025,8,2025_8,21,max_verstappen,2,1:15.248
2025,8,2025_8,21,norris,3,1:15.259
2025,8,2025_8,21,piastri,4,1:18.014
2025,8,2025_8,21,hamilton,5,1:15.750
2025,8,2025_8,21,alonso,6,1:17.921
2025,8,2025_8,21,ocon,7,1:17.503
2025,8,2025_8,21,hadjar,8,1:16.136
2025,8,2025_8,21,lawson,9,1:17.057
2025,8,2025_8,21,albon,10,1:17.096
2025,8,2025_8,21,sainz,11,1:17.461
2025,8,2025_8,21,russell,12,1:17.775
2025,8,2025_8,21,antonelli,13,1:17.914
2025,8,2025_8,21,tsunoda,14,1:17.885
2025,8,2025_8,21,bortoleto,15,1:17.718
2025,8,2025_8,21,hulkenberg,16,1:18.150
2025,8,2025_8,21,colapinto,17,1:18.214
2025,8,2025_8,21,stroll,18,1:16.907
2025,8,2025_8,21,bearman,19,1:17.189
2025,8,2025_8,22,max_verstappen,1,1:15.291
2025,8,2025_8,22,norris,2,1:14.846
2025,8,2025_8,22,leclerc,3,1:32.412
2025,8,2025_8,22,piastri,4,1:13.818
2025,8,2025_8,22,hamilton,5,1:15.003
2025,8,2025_8,22,alonso,6,1:18.938
2025,8,2025_8,22,ocon,7,1:18.500
2025,8,2025_8,22,hadjar,8,1:16.357
2025,8,2025_8,22,lawson,9,1:16.734
2025,8,2025_8,22,albon,10,1:17.001
2025,8,2025_8,22,sainz,11,1:17.064
2025,8,2025_8,22,russell,12,1:17.301
2025,8,2025_8,22,antonelli,13,1:17.273
2025,8,2025_8,22,tsunoda,14,1:17.395
2025,8,2025_8,22,bortoleto,15,1:17.664
2025,8,2025_8,22,hulkenberg,16,1:17.509
2025,8,2025_8,22,colapinto,17,1:17.808
2025,8,2025_8,22,stroll,18,1:16.673
2025,8,2025_8,22,bearman,19,1:16.562
2025,8,2025_8,23,max_verstappen,1,1:15.254
2025,8,2025_8,23,norris,2,1:15.315
2025,8,2025_8,23,leclerc,3,1:20.099
2025,8,2025_8,23,piastri,4,1:17.790
2025,8,2025_8,23,hamilton,5,1:15.012
2025,8,2025_8,23,alonso,6,1:17.947
2025,8,2025_8,23,ocon,7,1:18.075
2025,8,2025_8,23,hadjar,8,1:17.581
2025,8,2025_8,23,lawson,9,1:16.784
2025,8,2025_8,23,albon,10,1:16.556
2025,8,2025_8,23,sainz,11,1:16.750
2025,8,2025_8,23,russell,12,1:16.900
2025,8,2025_8,23,antonelli,13,1:16.973
2025,8,2025_8,23,tsunoda,14,1:16.933
2025,8,2025_8,23,bortoleto,15,1:17.216
2025,8,2025_8,23,hulkenberg,16,1:17.557
2025,8,2025_8,23,colapinto,17,1:17.626
2025,8,2025_8,23,stroll,18,1:16.579
2025,8,2025_8,23,bearman,19,1:16.542
2025,8,2025_8,24,max_verstappen,1,1:15.181
2025,8,2025_8,24,norris,2,1:15.220
2025,8,2025_8,24,leclerc,3,1:16.020
2025,8,2025_8,24,piastri,4,1:15.487
2025,8,2025_8,24,hamilton,5,1:15.212
2025,8,2025_8,24,alonso,6,1:17.748
2025,8,2025_8,24,ocon,7,1:17.911
2025,8,2025_8,24,hadjar,8,1:17.790
2025,8,2025_8,24,lawson,9,1:16.712
2025,8,2025_8,24,albon,10,1:16.954
2025,8,2025_8,24,sainz,11,1:17.018
2025,8,2025_8,24,russell,12,1:16.935
2025,8,2025_8,24,antonelli,13,1:16.939
2025,8,2025_8,24,tsunoda,14,1:17.026
2025,8,2025_8,24,bortoleto,15,1:17.286
2025,8,2025_8,24,hulkenberg,16,1:17.055
2025,8,2025_8,24,colapinto,17,1:17.233
2025,8,2025_8,24,stroll,18,1:17.042
2025,8,2025_8,24,bearman,19,1:17.056
2025,8,2025_8,25,max_verstappen,1,1:15.175
2025,8,2025_8,25,norris,2,1:14.400
2025,8,2025_8,25,leclerc,3,1:14.618
2025,8,2025_8,25,piastri,4,1:14.940
2025,8,2025_8,25,hamilton,5,1:14.698
2025,8,2025_8,25,alonso,6,1:17.685
2025,8,2025_8,25,ocon,7,1:17.720
2025,8,2025_8,25,hadjar,8,1:17.832
2025,8,2025_8,25,lawson,9,1:17.590
2025,8,2025_8,25,albon,10,1:17.653
2025,8,2025_8,25,sainz,11,1:20.726
2025,8,2025_8,25,russell,12,1:19.216
2025,8,2025_8,25,antonelli,13,1:18.777
2025,8,2025_8,25,tsunoda,14,1:18.413
2025,8,2025_8,25,bortoleto,15,1:17.965
2025,8,2025_8,25,hulkenberg,16,1:17.538
2025,8,2025_8,25,colapinto,17,1:17.209
2025,8,2025_8,25,stroll,18,1:17.241
2025,8,2025_8,25,bearman,19,1:18.369
2025,8,2025_8,26,max_verstappen,1,1:16.288
2025,8,2025_8,26,norris,2,1:14.727
2025,8,2025_8,26,leclerc,3,1:14.714
2025,8,2025_8,26,piastri,4,1:14.960
2025,8,2025_8,26,hamilton,5,1:14.804
2025,8,2025_8,26,alonso,6,1:16.293
2025,8,2025_8,26,ocon,7,1:16.527
2025,8,2025_8,26,hadjar,8,1:17.625
2025,8,2025_8,26,lawson,9,1:17.456
2025,8,2025_8,26,albon,10,1:17.264
2025,8,2025_8,26,sainz,11,1:19.310
2025,8,2025_8,26,russell,12,1:19.491
2025,8,2025_8,26,antonelli,13,1:19.479
2025,8,2025_8,26,tsunoda,14,1:19.530
2025,8,2025_8,26,hulkenberg,15,1:18.724
2025,8,2025_8,26,stroll,16,1:18.901
2025,8,2025_8,26,bearman,17,1:18.034
2025,8,2025_8,26,bortoleto,18,1:36.175
2025,8,2025_8,26,colapinto,19,1:35.572
2025,8,2025_8,27,max_verstappen,1,1:16.323
2025,8,2025_8,27,norris,2,1:14.622
2025,8,2025_8,27,leclerc,3,1:14.819
2025,8,2025_8,27,piastri,4,1:14.772
2025,8,2025_8,27,hamilton,5,1:14.533
2025,8,2025_8,27,alonso,6,1:16.744
2025,8,2025_8,27,ocon,7,1:16.705
2025,8,2025_8,27,hadjar,8,1:16.482
2025,8,2025_8,27,lawson,9,1:17.040
2025,8,2025_8,27,albon,10,1:17.185
2025,8,2025_8,27,sainz,11,1:19.588
2025,8,2025_8,27,russell,12,1:19.453
2025,8,2025_8,27,antonelli,13,1:19.446
2025,8,2025_8,27,tsunoda,14,1:19.565
2025,8,2025_8,27,hulkenberg,15,1:19.472
2025,8,2025_8,27,stroll,16,1:17.027
2025,8,2025_8,27,bearman,17,1:17.000
2025,8,2025_8,27,bortoleto,18,1:20.209
2025,8,2025_8,27,colapinto,19,1:20.237
2025,8,2025_8,28,norris,1,1:14.618
2025,8,2025_8,28,leclerc,2,1:14.849
2025,8,2025_8,28,piastri,3,1:15.556
2025,8,2025_8,28,max_verstappen,4,1:32.651
2025,8,2025_8,28,hamilton,5,1:15.420
2025,8,2025_8,28,alonso,6,1:16.414
2025,8,2025_8,28,hadjar,7,1:16.441
2025,8,2025_8,28,lawson,8,1:16.902
2025,8,2025_8,28,albon,9,1:16.701
2025,8,2025_8,28,ocon,10,1:34.005
2025,8,2025_8,28,sainz,11,1:19.617
2025,8,2025_8,28,russell,12,1:19.673
2025,8,2025_8,28,antonelli,13,1:19.910
2025,8,2025_8,28,tsunoda,14,1:19.786
2025,8,2025_8,28,hulkenberg,15,1:19.264
2025,8,2025_8,28,stroll,16,1:17.272
2025,8,2025_8,28,bearman,17,1:17.126
2025,8,2025_8,28,bortoleto,18,1:16.020
2025,8,2025_8,28,colapinto,19,1:18.135
2025,8,2025_8,29,norris,1,1:15.777
2025,8,2025_8,29,leclerc,2,1:14.205
2025,8,2025_8,29,piastri,3,1:14.736
2025,8,2025_8,29,max_verstappen,4,1:18.571
2025,8,2025_8,29,hamilton,5,1:16.810
2025,8,2025_8,29,alonso,6,1:16.279
2025,8,2025_8,29,hadjar,7,1:16.497
2025,8,2025_8,29,lawson,8,1:16.740
2025,8,2025_8,29,albon,9,1:16.969
2025,8,2025_8,29,ocon,10,1:19.488
2025,8,2025_8,29,sainz,11,1:19.113
2025,8,2025_8,29,russell,12,1:19.247
2025,8,2025_8,29,antonelli,13,1:19.074
2025,8,2025_8,29,tsunoda,14,1:19.313
2025,8,2025_8,29,hulkenberg,15,1:19.749
2025,8,2025_8,29,stroll,16,1:20.119
2025,8,2025_8,29,bearman,17,1:21.565
2025,8,2025_8,29,bortoleto,18,1:15.193
2025,8,2025_8,29,colapinto,19,1:15.914
2025,8,2025_8,30,norris,1,1:17.259
2025,8,2025_8,30,leclerc,2,1:15.131
2025,8,2025_8,30,piastri,3,1:14.868
2025,8,2025_8,30,max_verstappen,4,1:15.074
2025,8,2025_8,30,hamilton,5,1:15.884
2025,8,2025_8,30,alonso,6,1:17.307
2025,8,2025_8,30,hadjar,7,1:16.432
2025,8,2025_8,30,lawson,8,1:16.607
2025,8,2025_8,30,albon,9,1:16.888
2025,8,2025_8,30,ocon,10,1:15.796
2025,8,2025_8,30,sainz,11,1:20.644
2025,8,2025_8,30,russell,12,1:20.514
2025,8,2025_8,30,antonelli,13,1:20.406
2025,8,2025_8,30,tsunoda,14,1:20.165
2025,8,2025_8,30,hulkenberg,15,1:20.392
2025,8,2025_8,30,stroll,16,1:20.246
2025,8,2025_8,30,bearman,17,1:18.778
2025,8,2025_8,30,bortoleto,18,1:15.543
2025,8,2025_8,30,colapinto,19,1:15.298
2025,8,2025_8,31,norris,1,1:16.797
2025,8,2025_8,31,leclerc,2,1:16.773
2025,8,2025_8,31,piastri,3,1:15.735
2025,8,2025_8,31,max_verstappen,4,1:15.133
2025,8,2025_8,31,hamilton,5,1:15.648
2025,8,2025_8,31,alonso,6,1:16.142
2025,8,2025_8,31,hadjar,7,1:16.289
2025,8,2025_8,31,albon,8,1:16.870
2025,8,2025_8,31,ocon,9,1:15.430
2025,8,2025_8,31,lawson,10,1:33.531
2025,8,2025_8,31,sainz,11,1:17.277
2025,8,2025_8,31,russell,12,1:18.068
2025,8,2025_8,31,antonelli,13,1:19.809
2025,8,2025_8,31,tsunoda,14,1:20.088
2025,8,2025_8,31,hulkenberg,15,1:19.889
2025,8,2025_8,31,stroll,16,1:19.721
2025,8,2025_8,31,bearman,17,1:19.927
2025,8,2025_8,31,bortoleto,18,1:18.214
2025,8,2025_8,31,colapinto,19,1:16.007
2025,8,2025_8,32,norris,1,1:14.711
2025,8,2025_8,32,leclerc,2,1:16.418
2025,8,2025_8,32,piastri,3,1:16.822
2025,8,2025_8,32,max_verstappen,4,1:15.424
2025,8,2025_8,32,hamilton,5,1:15.676
2025,8,2025_8,32,alonso,6,1:16.088
2025,8,2025_8,32,hadjar,7,1:16.307
2025,8,2025_8,32,ocon,8,1:15.503
2025,8,2025_8,32,albon,9,1:32.994
2025,8,2025_8,32,lawson,10,1:19.201
2025,8,2025_8,32,sainz,11,1:20.054
2025,8,2025_8,32,russell,12,1:19.384
2025,8,2025_8,32,antonelli,13,1:19.689
2025,8,2025_8,32,tsunoda,14,1:20.951
2025,8,2025_8,32,hulkenberg,15,1:20.602
2025,8,2025_8,32,stroll,16,1:20.498
2025,8,2025_8,32,bearman,17,1:20.227
2025,8,2025_8,32,bortoleto,18,1:19.347
2025,8,2025_8,32,colapinto,19,1:19.845
2025,8,2025_8,33,norris,1,1:14.642
2025,8,2025_8,33,leclerc,2,1:15.515
2025,8,2025_8,33,piastri,3,1:16.325
2025,8,2025_8,33,max_verstappen,4,1:16.213
2025,8,2025_8,33,hamilton,5,1:16.536
2025,8,2025_8,33,alonso,6,1:15.823
2025,8,2025_8,33,hadjar,7,1:16.044
2025,8,2025_8,33,ocon,8,1:15.220
2025,8,2025_8,33,lawson,9,1:18.285
2025,8,2025_8,33,albon,10,1:22.236
2025,8,2025_8,33,sainz,11,1:20.878
2025,8,2025_8,33,russell,12,1:21.135
2025,8,2025_8,33,antonelli,13,1:19.344
2025,8,2025_8,33,tsunoda,14,1:18.035
2025,8,2025_8,33,hulkenberg,15,1:17.840
2025,8,2025_8,33,stroll,16,1:18.230
2025,8,2025_8,33,bearman,17,1:18.784
2025,8,2025_8,33,bortoleto,18,1:19.276
2025,8,2025_8,33,colapinto,19,1:18.528
2025,8,2025_8,34,norris,1,1:14.689
2025,8,2025_8,34,leclerc,2,1:14.980
2025,8,2025_8,34,piastri,3,1:15.947
2025,8,2025_8,34,max_verstappen,4,1:15.800
2025,8,2025_8,34,hamilton,5,1:17.566
2025,8,2025_8,34,alonso,6,1:17.347
2025,8,2025_8,34,hadjar,7,1:16.070
2025,8,2025_8,34,ocon,8,1:15.157
2025,8,2025_8,34,lawson,9,1:16.425
2025,8,2025_8,34,albon,10,1:20.232
2025,8,2025_8,34,sainz,11,1:19.220
2025,8,2025_8,34,russell,12,1:18.936
2025,8,2025_8,34,antonelli,13,1:18.763
2025,8,2025_8,34,tsunoda,14,1:18.623
2025,8,2025_8,34,hulkenberg,15,1:18.400
2025,8,2025_8,34,stroll,16,1:20.199
2025,8,2025_8,34,bearman,17,1:19.725
2025,8,2025_8,34,bortoleto,18,1:19.276
2025,8,2025_8,34,colapinto,19,1:18.704
2025,8,2025_8,35,norris,1,1:14.184
2025,8,2025_8,35,leclerc,2,1:14.349
2025,8,2025_8,35,piastri,3,1:14.819
2025,8,2025_8,35,max_verstappen,4,1:15.330
2025,8,2025_8,35,hamilton,5,1:17.826
2025,8,2025_8,35,alonso,6,1:16.024
2025,8,2025_8,35,hadjar,7,1:16.212
2025,8,2025_8,35,ocon,8,1:15.846
2025,8,2025_8,35,lawson,9,1:15.942
2025,8,2025_8,35,albon,10,1:16.381
2025,8,2025_8,35,sainz,11,1:19.464
2025,8,2025_8,35,russell,12,1:19.219
2025,8,2025_8,35,antonelli,13,1:19.458
2025,8,2025_8,35,tsunoda,14,1:20.269
2025,8,2025_8,35,hulkenberg,15,1:20.594
2025,8,2025_8,35,stroll,16,1:18.217
2025,8,2025_8,35,bearman,17,1:18.006
2025,8,2025_8,35,colapinto,18,1:18.670
2025,8,2025_8,35,bortoleto,19,1:35.247
2025,8,2025_8,36,norris,1,1:14.785
2025,8,2025_8,36,leclerc,2,1:14.055
2025,8,2025_8,36,piastri,3,1:15.107
2025,8,2025_8,36,max_verstappen,4,1:14.976
2025,8,2025_8,36,hamilton,5,1:17.218
2025,8,2025_8,36,alonso,6,1:16.200
2025,8,2025_8,36,hadjar,7,1:16.125
2025,8,2025_8,36,ocon,8,1:16.149
2025,8,2025_8,36,lawson,9,1:20.271
2025,8,2025_8,36,albon,10,1:16.185
2025,8,2025_8,36,sainz,11,1:19.778
2025,8,2025_8,36,russell,12,1:19.952
2025,8,2025_8,36,antonelli,13,1:19.869
2025,8,2025_8,36,tsunoda,14,1:18.945
2025,8,2025_8,36,hulkenberg,15,1:18.642
2025,8,2025_8,36,stroll,16,1:18.912
2025,8,2025_8,36,bearman,17,1:19.059
2025,8,2025_8,36,colapinto,18,1:17.955
2025,8,2025_8,36,bortoleto,19,1:18.607
2025,8,2025_8,37,norris,1,1:14.670
2025,8,2025_8,37,leclerc,2,1:14.105
2025,8,2025_8,37,piastri,3,1:15.396
2025,8,2025_8,37,max_verstappen,4,1:15.025
2025,8,2025_8,37,hamilton,5,1:17.288
2025,8,2025_8,37,hadjar,6,1:16.419
2025,8,2025_8,37,ocon,7,1:17.197
2025,8,2025_8,37,lawson,8,1:15.890
2025,8,2025_8,37,albon,9,1:16.153
2025,8,2025_8,37,sainz,10,1:18.753
2025,8,2025_8,37,russell,11,1:18.925
2025,8,2025_8,37,antonelli,12,1:18.870
2025,8,2025_8,37,tsunoda,13,1:18.933
2025,8,2025_8,37,hulkenberg,14,1:18.904
2025,8,2025_8,37,stroll,15,1:18.946
2025,8,2025_8,37,bearman,16,1:18.885
2025,8,2025_8,37,colapinto,17,1:18.660
2025,8,2025_8,37,bortoleto,18,1:14.884
2025,8,2025_8,38,norris,1,1:14.907
2025,8,2025_8,38,leclerc,2,1:14.570
2025,8,2025_8,38,piastri,3,1:14.475
2025,8,2025_8,38,max_verstappen,4,1:14.677
2025,8,2025_8,38,hamilton,5,1:15.938
2025,8,2025_8,38,hadjar,6,1:16.400
2025,8,2025_8,38,ocon,7,1:16.298
2025,8,2025_8,38,lawson,8,1:15.964
2025,8,2025_8,38,albon,9,1:15.529
2025,8,2025_8,38,sainz,10,1:18.526
2025,8,2025_8,38,russell,11,1:18.468
2025,8,2025_8,38,antonelli,12,1:18.381
2025,8,2025_8,38,tsunoda,13,1:18.168
2025,8,2025_8,38,hulkenberg,14,1:18.272
2025,8,2025_8,38,stroll,15,1:18.252
2025,8,2025_8,38,bearman,16,1:18.333
2025,8,2025_8,38,colapinto,17,1:18.728
2025,8,2025_8,38,bortoleto,18,1:14.970
2025,8,2025_8,39,norris,1,1:14.141
2025,8,2025_8,39,leclerc,2,1:14.140
2025,8,2025_8,39,piastri,3,1:14.594
2025,8,2025_8,39,max_verstappen,4,1:14.785
2025,8,2025_8,39,hamilton,5,1:15.446
2025,8,2025_8,39,hadjar,6,1:16.920
2025,8,2025_8,39,ocon,7,1:18.410
2025,8,2025_8,39,lawson,8,1:15.800
2025,8,2025_8,39,albon,9,1:15.303
2025,8,2025_8,39,sainz,10,1:18.819
2025,8,2025_8,39,russell,11,1:18.865
2025,8,2025_8,39,antonelli,12,1:18.721
2025,8,2025_8,39,tsunoda,13,1:18.879
2025,8,2025_8,39,hulkenberg,14,1:18.876
2025,8,2025_8,39,stroll,15,1:18.805
2025,8,2025_8,39,bearman,16,1:18.791
2025,8,2025_8,39,colapinto,17,1:18.889
2025,8,2025_8,39,bortoleto,18,1:15.888
2025,8,2025_8,40,norris,1,1:15.237
2025,8,2025_8,40,leclerc,2,1:14.056
2025,8,2025_8,40,piastri,3,1:14.344
2025,8,2025_8,40,max_verstappen,4,1:14.421
2025,8,2025_8,40,hamilton,5,1:14.951
2025,8,2025_8,40,hadjar,6,1:17.025
2025,8,2025_8,40,ocon,7,1:16.525
2025,8,2025_8,40,lawson,8,1:32.467
2025,8,2025_8,40,albon,9,1:32.156
2025,8,2025_8,40,sainz,10,1:18.988
2025,8,2025_8,40,russell,11,1:18.936
2025,8,2025_8,40,antonelli,12,1:18.950
2025,8,2025_8,40,tsunoda,13,1:18.913
2025,8,2025_8,40,hulkenberg,14,1:18.804
2025,8,2025_8,40,stroll,15,1:18.785
2025,8,2025_8,40,bearman,16,1:18.768
2025,8,2025_8,40,colapinto,17,1:18.443
2025,8,2025_8,40,bortoleto,18,1:16.335
2025,8,2025_8,41,norris,1,1:14.026
2025,8,2025_8,41,leclerc,2,1:14.835
2025,8,2025_8,41,piastri,3,1:14.297
2025,8,2025_8,41,max_verstappen,4,1:14.390
2025,8,2025_8,41,hamilton,5,1:15.111
2025,8,2025_8,41,hadjar,6,1:17.242
2025,8,2025_8,41,ocon,7,1:18.126
2025,8,2025_8,41,lawson,8,1:20.883
2025,8,2025_8,41,albon,9,1:21.398
2025,8,2025_8,41,sainz,10,1:16.822
2025,8,2025_8,41,russell,11,1:17.272
2025,8,2025_8,41,antonelli,12,1:18.060
2025,8,2025_8,41,tsunoda,13,1:18.272
2025,8,2025_8,41,hulkenberg,14,1:18.575
2025,8,2025_8,41,stroll,15,1:18.701
2025,8,2025_8,41,bearman,16,1:18.741
2025,8,2025_8,41,colapinto,17,1:18.866
2025,8,2025_8,41,bortoleto,18,1:16.847
2025,8,2025_8,42,norris,1,1:14.419
2025,8,2025_8,42,leclerc,2,1:15.133
2025,8,2025_8,42,piastri,3,1:14.137
2025,8,2025_8,42,max_verstappen,4,1:14.456
2025,8,2025_8,42,hamilton,5,1:14.984
2025,8,2025_8,42,hadjar,6,1:19.685
2025,8,2025_8,42,ocon,7,1:16.240
2025,8,2025_8,42,lawson,8,1:16.743
2025,8,2025_8,42,sainz,9,1:16.706
2025,8,2025_8,42,albon,10,1:18.819
2025,8,2025_8,42,russell,11,1:17.617
2025,8,2025_8,42,antonelli,12,1:17.120
2025,8,2025_8,42,tsunoda,13,1:17.292
2025,8,2025_8,42,hulkenberg,14,1:17.315
2025,8,2025_8,42,stroll,15,1:17.363
2025,8,2025_8,42,bearman,16,1:17.424
2025,8,2025_8,42,colapinto,17,1:17.798
2025,8,2025_8,42,bortoleto,18,1:17.678
2025,8,2025_8,43,norris,1,1:14.174
2025,8,2025_8,43,leclerc,2,1:14.556
2025,8,2025_8,43,piastri,3,1:15.181
2025,8,2025_8,43,max_verstappen,4,1:14.567
2025,8,2025_8,43,hamilton,5,1:14.854
2025,8,2025_8,43,hadjar,6,1:18.924
2025,8,2025_8,43,ocon,7,1:16.584
2025,8,2025_8,43,lawson,8,1:15.931
2025,8,2025_8,43,sainz,9,1:15.881
2025,8,2025_8,43,albon,10,1:18.638
2025,8,2025_8,43,russell,11,1:18.494
2025,8,2025_8,43,antonelli,12,1:18.310
2025,8,2025_8,43,tsunoda,13,1:18.050
2025,8,2025_8,43,hulkenberg,14,1:17.929
2025,8,2025_8,43,stroll,15,1:17.762
2025,8,2025_8,43,bearman,16,1:17.648
2025,8,2025_8,43,colapinto,17,1:17.541
2025,8,2025_8,43,bortoleto,18,1:17.037
2025,8,2025_8,44,norris,1,1:13.872
2025,8,2025_8,44,leclerc,2,1:14.265
2025,8,2025_8,44,piastri,3,1:14.676
2025,8,2025_8,44,max_verstappen,4,1:14.380
2025,8,2025_8,44,hamilton,5,1:14.686
2025,8,2025_8,44,hadjar,6,1:16.930
2025,8,2025_8,44,ocon,7,1:17.324
2025,8,2025_8,44,lawson,8,1:15.958
2025,8,2025_8,44,sainz,9,1:16.059
2025,8,2025_8,44,albon,10,1:19.225
2025,8,2025_8,44,russell,11,1:19.072
2025,8,2025_8,44,antonelli,12,1:18.885
2025,8,2025_8,44,tsunoda,13,1:18.827
2025,8,2025_8,44,stroll,14,1:18.615
2025,8,2025_8,44,bearman,15,1:18.511
2025,8,2025_8,44,colapinto,16,1:18.439
2025,8,2025_8,44,bortoleto,17,1:18.350
2025,8,2025_8,44,hulkenberg,18,1:35.627
2025,8,2025_8,45,norris,1,1:14.384
2025,8,2025_8,45,leclerc,2,1:14.210
2025,8,2025_8,45,piastri,3,1:15.124
2025,8,2025_8,45,max_verstappen,4,1:14.230
2025,8,2025_8,45,hamilton,5,1:14.849
2025,8,2025_8,45,hadjar,6,1:17.914
2025,8,2025_8,45,ocon,7,1:18.452
2025,8,2025_8,45,lawson,8,1:15.605
2025,8,2025_8,45,sainz,9,1:16.124
2025,8,2025_8,45,albon,10,1:19.224
2025,8,2025_8,45,russell,11,1:19.192
2025,8,2025_8,45,antonelli,12,1:19.251
2025,8,2025_8,45,tsunoda,13,1:19.266
2025,8,2025_8,45,stroll,14,1:19.045
2025,8,2025_8,45,bearman,15,1:19.057
2025,8,2025_8,45,colapinto,16,1:18.710
2025,8,2025_8,45,bortoleto,17,1:18.458
2025,8,2025_8,45,hulkenberg,18,1:19.068
2025,8,2025_8,46,norris,1,1:14.177
2025,8,2025_8,46,leclerc,2,1:14.339
2025,8,2025_8,46,piastri,3,1:14.875
2025,8,2025_8,46,max_verstappen,4,1:14.897
2025,8,2025_8,46,hamilton,5,1:15.323
2025,8,2025_8,46,hadjar,6,1:19.607
2025,8,2025_8,46,ocon,7,1:17.007
2025,8,2025_8,46,lawson,8,1:15.476
2025,8,2025_8,46,sainz,9,1:16.081
2025,8,2025_8,46,albon,10,1:19.332
2025,8,2025_8,46,russell,11,1:19.289
2025,8,2025_8,46,antonelli,12,1:19.265
2025,8,2025_8,46,tsunoda,13,1:19.246
2025,8,2025_8,46,stroll,14,1:19.020
2025,8,2025_8,46,bearman,15,1:19.294
2025,8,2025_8,46,colapinto,16,1:20.190
2025,8,2025_8,46,bortoleto,17,1:19.853
2025,8,2025_8,46,hulkenberg,18,1:15.909
2025,8,2025_8,47,norris,1,1:14.357
2025,8,2025_8,47,leclerc,2,1:14.534
2025,8,2025_8,47,piastri,3,1:14.092
2025,8,2025_8,47,max_verstappen,4,1:14.859
2025,8,2025_8,47,hamilton,5,1:15.703
2025,8,2025_8,47,hadjar,6,1:17.129
2025,8,2025_8,47,ocon,7,1:17.341
2025,8,2025_8,47,lawson,8,1:15.461
2025,8,2025_8,47,sainz,9,1:15.516
2025,8,2025_8,47,albon,10,1:19.173
2025,8,2025_8,47,russell,11,1:19.959
2025,8,2025_8,47,antonelli,12,1:20.131
2025,8,2025_8,47,tsunoda,13,1:20.203
2025,8,2025_8,47,stroll,14,1:20.384
2025,8,2025_8,47,bearman,15,1:20.078
2025,8,2025_8,47,colapinto,16,1:19.889
