iter	Logloss
354	0.2596295561
355	0.2588355987
356	0.258265219
357	0.2579281321
358	0.2566417806
359	0.2563437545
360	0.2550873208
361	0.2545133634
362	0.2535153899
363	0.2526468051
364	0.2516837277
365	0.251244504
366	0.2509065418
367	0.2503606104
368	0.2499593902
369	0.2489568812
370	0.248154513
371	0.2477417206
372	0.24756159
373	0.2471442147
374	0.2464202136
375	0.2456929917
376	0.2452901049
377	0.2445734094
378	0.2435477478
379	0.2431249814
380	0.2422525376
381	0.2415066993
382	0.2406908916
383	0.239664721
384	0.2395154541
385	0.2385936341
386	0.2382901337
387	0.2379365354
388	0.2376424878
389	0.2368970768
390	0.236424625
391	0.2355050885
392	0.2349703088
393	0.2343372885
394	0.2341629079
395	0.234015893
396	0.2338888162
397	0.2332294771
398	0.2324167561
399	0.2319579524
400	0.2308742578
401	0.2304712601
402	0.2302376597
403	0.2298094108
404	0.2292805695
405	0.2288928453
406	0.2279008984
407	0.2274019141
408	0.2267549586
409	0.2262332494
410	0.2254544669
411	0.2245790833
412	0.2239916487
413	0.2234000624
414	0.2227483186
415	0.2226193218
416	0.2222230066
417	0.2218812449
418	0.2214950808
419	0.2208272442
420	0.2203125834
421	0.2197253882
422	0.2191058801
423	0.2184512615
424	0.2181129651
425	0.2177167648
426	0.2168452116
427	0.2163488383
428	0.2156425764
429	0.2150797926
430	0.2144626332
431	0.2139046684
432	0.2133150133
433	0.2126722353
434	0.2120834132
435	0.2115245009
436	0.2113964758
437	0.2107070811
438	0.2097816764
439	0.2092132751
440	0.2086070043
441	0.2079350205
442	0.2075259816
443	0.2067725936
444	0.206241661
445	0.2057936677
446	0.2053625652
447	0.2050607826
448	0.2045396269
449	0.2039609969
450	0.2037255053
451	0.203513585
452	0.203076666
453	0.2025413253
454	0.2024547847
455	0.2015890991
456	0.201163397
457	0.2006565399
458	0.2003322603
459	0.2000345718
460	0.199267061
461	0.1987521405
462	0.1980438
463	0.1974044993
464	0.1968081791
465	0.1962672252
466	0.1956644519
467	0.1953085693
468	0.1951328597
469	0.1948037483
470	0.1944940068
471	0.193913524
472	0.1935184671
473	0.193101593
474	0.1929166498
475	0.192746008
476	0.1926680111
477	0.1921782898
478	0.1918645122
479	0.1912064918
480	0.190819873
481	0.1902801248
482	0.1897273071
483	0.1891111331
484	0.1888909021
485	0.1884286598
486	0.188227085
487	0.1877729211
488	0.1871952074
489	0.1870819173
490	0.1865044474
491	0.1860647487
492	0.1857822234
493	0.1855376184
494	0.1853720187
495	0.1848226077
496	0.1844647349
497	0.1839438112
498	0.183728209
499	0.1836225146
